id,name,LAT,LON,layer,source
4214,Nereidum Montes,-37.57,-43.21,"Mons, montes",gazeteer_of_planetary_nomenclature
4222,Nestus Valles,-7.03,-158.48,"Vallis, valles",gazeteer_of_planetary_nomenclature
4228,Never,23.5,105.77,"Crater, craters",gazeteer_of_planetary_nomenclature
4229,New Bern,21.53,-49.15,"Crater, craters",gazeteer_of_planetary_nomenclature
4230,New Haven,22.08,-49.26,"Crater, craters",gazeteer_of_planetary_nomenclature
4231,New Plymouth,-15.78,175.87,"Crater, craters",gazeteer_of_planetary_nomenclature
4233,Newcomb,-24.27,1.04,"Crater, craters",gazeteer_of_planetary_nomenclature
4234,Newport,22.24,-48.96,"Crater, craters",gazeteer_of_planetary_nomenclature
4236,Newton,-40.5,-158.03,"Crater, craters",gazeteer_of_planetary_nomenclature
4242,Nhill,-28.68,-103.33,"Crater, craters",gazeteer_of_planetary_nomenclature
4243,Nia Fossae,-14.73,-71.77,"Fossa, fossae",gazeteer_of_planetary_nomenclature
4244,Nia Vallis,-53.53,-34.81,"Vallis, valles",gazeteer_of_planetary_nomenclature
4246,Nicer Vallis,-6.96,-158.19,"Vallis, valles",gazeteer_of_planetary_nomenclature
4249,Nicholson,0.21,-164.43,"Crater, craters",gazeteer_of_planetary_nomenclature
4258,Nier,42.79,106.11,"Crater, craters",gazeteer_of_planetary_nomenclature
4259,Niesten,-28,57.75,"Crater, craters",gazeteer_of_planetary_nomenclature
4260,Nif,19.91,-56.24,"Crater, craters",gazeteer_of_planetary_nomenclature
4261,Niger Vallis,-34.96,92.57,"Vallis, valles",gazeteer_of_planetary_nomenclature
4271,Nili Fossae,22.02,76.69,"Fossa, fossae",gazeteer_of_planetary_nomenclature
4272,Nili Patera,8.97,67.17,"Patera, paterae",gazeteer_of_planetary_nomenclature
4273,Niliacus Lacus,29.71,-30,Albedo Feature,gazeteer_of_planetary_nomenclature
4274,Nilokeras,29.71,-55,Albedo Feature,gazeteer_of_planetary_nomenclature
4275,Nilokeras Fossa,24.59,-57.83,"Fossa, fossae",gazeteer_of_planetary_nomenclature
4276,Nilokeras Mensae,30.48,-51.95,"Mensa, mensae",gazeteer_of_planetary_nomenclature
4277,Nilokeras Scopulus,31.72,-55.85,"Scopulus, scopuli",gazeteer_of_planetary_nomenclature
4278,Nilosyrtis,41.66,70,Albedo Feature,gazeteer_of_planetary_nomenclature
4279,Nilosyrtis Mensae,34.77,68.47,"Mensa, mensae",gazeteer_of_planetary_nomenclature
4281,Nilus Chaos,25.39,-76.95,"Chaos, chaoses",gazeteer_of_planetary_nomenclature
4282,Nilus Dorsa,20.68,-79.06,"Dorsum, dorsa",gazeteer_of_planetary_nomenclature
4283,Nilus Mensae,22.2,-72.23,"Mensa, mensae",gazeteer_of_planetary_nomenclature
4305,Nipigon,33.76,-81.84,"Crater, craters",gazeteer_of_planetary_nomenclature
4307,Nirgal Vallis,-28.16,-41.68,"Vallis, valles",gazeteer_of_planetary_nomenclature
4313,Nitro,-21.26,-24,"Crater, craters",gazeteer_of_planetary_nomenclature
4314,Nix Olympica,19.78,-130,Albedo Feature,gazeteer_of_planetary_nomenclature
4316,Njesko,-35.25,85.11,"Crater, craters",gazeteer_of_planetary_nomenclature
4318,Noachis,-44.66,30,Albedo Feature,gazeteer_of_planetary_nomenclature
4319,Noachis Terra,-50.41,-5.16,"Terra, terrae",gazeteer_of_planetary_nomenclature
4323,Noctis Fossae,-2.69,-98.85,"Fossa, fossae",gazeteer_of_planetary_nomenclature
4324,Noctis Labyrinthus,-6.36,-101.19,"Labyrinthus, labyrinthi",gazeteer_of_planetary_nomenclature
4327,Noma,-25.43,-24.31,"Crater, craters",gazeteer_of_planetary_nomenclature
4332,Nordenskiöld,-52.37,-158.76,"Crater, craters",gazeteer_of_planetary_nomenclature
4343,Northport,18.52,-54.48,"Crater, craters",gazeteer_of_planetary_nomenclature
4347,Novara,-24.9,-10.69,"Crater, craters",gazeteer_of_planetary_nomenclature
4357,Nune,17.55,-38.76,"Crater, craters",gazeteer_of_planetary_nomenclature
4365,Nutak,17.41,-30.26,"Crater, craters",gazeteer_of_planetary_nomenclature
4392,Ocampo,32.66,138.3,"Crater, craters",gazeteer_of_planetary_nomenclature
4393,Oceanidum Fossa,-61.58,-29.51,"Fossa, fossae",gazeteer_of_planetary_nomenclature
4394,Oceanidum Mons,-54.93,-41.23,"Mons, montes",gazeteer_of_planetary_nomenclature
4396,Ochakov,-42.11,-31.86,"Crater, craters",gazeteer_of_planetary_nomenclature
4397,Ochus Valles,7.07,-45.04,"Vallis, valles",gazeteer_of_planetary_nomenclature
4398,Octantis Cavi,-52.57,-45.97,"Cavus, cavi",gazeteer_of_planetary_nomenclature
4399,Octantis Mons,-55.26,-42.85,"Mons, montes",gazeteer_of_planetary_nomenclature
4409,[Oenotria Scopulus],-7.77,77.36,"Scopulus, scopuli",gazeteer_of_planetary_nomenclature
4413,Oglala,-3.11,-38.11,"Crater, craters",gazeteer_of_planetary_nomenclature
4415,Ogygis Regio,-44.66,-65,Albedo Feature,gazeteer_of_planetary_nomenclature
4416,Ogygis Rupes,-33.03,-54.53,"Rupes, rupēs",gazeteer_of_planetary_nomenclature
4426,Okhotsk,22.97,-47.33,"Crater, craters",gazeteer_of_planetary_nomenclature
4428,Okotoks,-21.21,84.41,"Crater, craters",gazeteer_of_planetary_nomenclature
4436,Olenek,19.87,-54.22,"Crater, craters",gazeteer_of_planetary_nomenclature
4444,Olom,22.96,-57.66,"Crater, craters",gazeteer_of_planetary_nomenclature
4446,Oltis Valles,-23.5,-21.65,"Vallis, valles",gazeteer_of_planetary_nomenclature
4450,Olympia,79.88,160,Albedo Feature,gazeteer_of_planetary_nomenclature
4451,Olympia Undae,81.16,178.48,"Unda, undae",gazeteer_of_planetary_nomenclature
4452,Olympica Fossae,24.85,-113.92,"Fossa, fossae",gazeteer_of_planetary_nomenclature
4453,Olympus Mons,18.65,-133.8,"Mons, montes",gazeteer_of_planetary_nomenclature
4454,Olympus Rupes,18.4,-133.56,"Rupes, rupēs",gazeteer_of_planetary_nomenclature
4458,Ome,20.6,104.02,"Crater, craters",gazeteer_of_planetary_nomenclature
4469,Onon,16.13,102.48,"Crater, craters",gazeteer_of_planetary_nomenclature
4470,Oodnadatta,-52.43,-34.17,"Crater, craters",gazeteer_of_planetary_nomenclature
4473,Ophir,-9.88,-65,Albedo Feature,gazeteer_of_planetary_nomenclature
4474,Ophir Catenae,-9.46,-59.4,"Catena, catenae",gazeteer_of_planetary_nomenclature
4475,Ophir Cavus,-9.89,-55.04,"Cavus, cavi",gazeteer_of_planetary_nomenclature
4476,Ophir Chasma,-4,-72.35,"Chasma, chasmata",gazeteer_of_planetary_nomenclature
4477,Ophir Labes,-11.01,-68.28,"Labes, labēs",gazeteer_of_planetary_nomenclature
4478,Ophir Planum,-8.45,-57.82,"Planum, plana",gazeteer_of_planetary_nomenclature
4483,Oraibi,17.22,-32.34,"Crater, craters",gazeteer_of_planetary_nomenclature
4484,Orcus Patera,14.13,178.35,"Patera, paterae",gazeteer_of_planetary_nomenclature
4486,Ore,16.78,-33.93,"Crater, craters",gazeteer_of_planetary_nomenclature
4491,Orinda,45.37,126.98,"Crater, craters",gazeteer_of_planetary_nomenclature
4499,Orson Welles,-0.19,-45.9,"Crater, craters",gazeteer_of_planetary_nomenclature
4501,Ortygia,59.71,0,Albedo Feature,gazeteer_of_planetary_nomenclature
4502,Ortygia Colles,53.9,-9.3,"Collis, colles",gazeteer_of_planetary_nomenclature
4513,Ostrov,-26.55,-28.11,"Crater, craters",gazeteer_of_planetary_nomenclature
4515,Osuga Valles,-15.31,-38.59,"Vallis, valles",gazeteer_of_planetary_nomenclature
4523,Oti Fossae,-9.63,-117.09,"Fossa, fossae",gazeteer_of_planetary_nomenclature
4526,Ottumwa,24.58,-55.75,"Crater, craters",gazeteer_of_planetary_nomenclature
4528,Oudemans,-9.84,-91.77,"Crater, craters",gazeteer_of_planetary_nomenclature
4533,Oxia Chaos,0.22,-39.87,"Chaos, chaoses",gazeteer_of_planetary_nomenclature
4534,Oxia Colles,21.24,-26.27,"Collis, colles",gazeteer_of_planetary_nomenclature
4535,Oxia Palus,7.91,-18,Albedo Feature,gazeteer_of_planetary_nomenclature
4536,Oxus,19.78,-12,Albedo Feature,gazeteer_of_planetary_nomenclature
4542,Pabo,-26.9,-23.08,"Crater, craters",gazeteer_of_planetary_nomenclature
4547,Padus Vallis,-4.52,-149.98,"Vallis, valles",gazeteer_of_planetary_nomenclature
4551,Paks,-7.66,-42.04,"Crater, craters",gazeteer_of_planetary_nomenclature
4552,Palana,21.04,102.02,"Crater, craters",gazeteer_of_planetary_nomenclature
4559,Pallacopas Vallis,-54.73,-20.48,"Vallis, valles",gazeteer_of_planetary_nomenclature
4564,Palos,-2.69,110.9,"Crater, craters",gazeteer_of_planetary_nomenclature
4572,Panchaia,59.71,160,Albedo Feature,gazeteer_of_planetary_nomenclature
4573,Panchaia Rupēs,64.37,129.83,"Rupes, rupēs",gazeteer_of_planetary_nomenclature
4574,Pandorae Fretum,-24.74,44,Albedo Feature,gazeteer_of_planetary_nomenclature
4585,Paraná Valles,-23.19,-9.8,"Vallis, valles",gazeteer_of_planetary_nomenclature
4592,Paros,21.99,-98.13,"Crater, craters",gazeteer_of_planetary_nomenclature
4597,Parva Planum,-73.67,-95.07,"Planum, plana",gazeteer_of_planetary_nomenclature
4602,Pasithea Dorsum,-55.14,-41.58,"Dorsum, dorsa",gazeteer_of_planetary_nomenclature
4605,Pasteur,19.31,24.62,"Crater, craters",gazeteer_of_planetary_nomenclature
4608,Patapsco Vallis,23.7,152.51,"Vallis, valles",gazeteer_of_planetary_nomenclature
4618,Pavonis Chasma,2.73,-111.02,"Chasma, chasmata",gazeteer_of_planetary_nomenclature
4619,Pavonis Fossae,4.15,-111.29,"Fossa, fossae",gazeteer_of_planetary_nomenclature
4620,Pavonis Mons,1.48,-112.96,"Mons, montes",gazeteer_of_planetary_nomenclature
4621,Pavonis Sulci,4.01,-117.37,"Sulcus, sulci",gazeteer_of_planetary_nomenclature
4635,Peixe,20.33,-47.6,"Crater, craters",gazeteer_of_planetary_nomenclature
4646,Peneus Patera,-57.82,52.65,"Patera, paterae",gazeteer_of_planetary_nomenclature
4650,Peraea Cavus,-29.61,95.43,"Cavus, cavi",gazeteer_of_planetary_nomenclature
4651,Peraea Mons,-31.08,86.11,"Mons, montes",gazeteer_of_planetary_nomenclature
4656,Perepelkin,52.44,-64.83,"Crater, craters",gazeteer_of_planetary_nomenclature
4659,Peridier,25.51,83.91,"Crater, craters",gazeteer_of_planetary_nomenclature
4663,Perrotin,-2.82,-77.94,"Crater, craters",gazeteer_of_planetary_nomenclature
4667,Peta,-21.26,-9.1,"Crater, craters",gazeteer_of_planetary_nomenclature
4677,Pettit,12.25,-173.87,"Crater, craters",gazeteer_of_planetary_nomenclature
4681,Phaenna Dorsum,-53.79,-43.29,"Dorsum, dorsa",gazeteer_of_planetary_nomenclature
4683,Phaethontis,-49.67,-155,Albedo Feature,gazeteer_of_planetary_nomenclature
4687,Philadelphia,21.76,-47.98,"Crater, craters",gazeteer_of_planetary_nomenclature
4690,Phillips,-66.34,-44.89,"Crater, craters",gazeteer_of_planetary_nomenclature
4696,Phison,19.78,40,Albedo Feature,gazeteer_of_planetary_nomenclature
4697,Phison Rupes,26.7,50.35,"Rupes, rupēs",gazeteer_of_planetary_nomenclature
4698,Phlegethon Catena,38.83,-103.28,"Catena, catenae",gazeteer_of_planetary_nomenclature
4699,Phlegra,31,172.2,Albedo Feature,gazeteer_of_planetary_nomenclature
4700,Phlegra Dorsa,25.08,170.37,"Dorsum, dorsa",gazeteer_of_planetary_nomenclature
4701,Phlegra Montes,40.4,163.71,"Mons, montes",gazeteer_of_planetary_nomenclature
4706,Phoenicis Lacus,-11.86,-110,Albedo Feature,gazeteer_of_planetary_nomenclature
4709,Phon,15.53,102.79,"Crater, craters",gazeteer_of_planetary_nomenclature
4711,Phrixi Regio,-39.67,-70,Albedo Feature,gazeteer_of_planetary_nomenclature
4719,Pica,19.82,-53.23,"Crater, craters",gazeteer_of_planetary_nomenclature
4723,Pickering,-33.48,-132.61,"Crater, craters",gazeteer_of_planetary_nomenclature
4731,Piña,18.37,111.74,"Crater, craters",gazeteer_of_planetary_nomenclature
4732,Pindus Mons,39.47,-88.52,"Mons, montes",gazeteer_of_planetary_nomenclature
4734,Pinglo,-2.92,-36.76,"Crater, craters",gazeteer_of_planetary_nomenclature
4742,Pityusa Patera,-66.88,36.86,"Patera, paterae",gazeteer_of_planetary_nomenclature
4743,Pityusa Rupes,-63.96,28.32,"Rupes, rupēs",gazeteer_of_planetary_nomenclature
4745,Piyi,-22.88,106.63,"Crater, craters",gazeteer_of_planetary_nomenclature
4752,Planum Angustum,-79.8,-83.2,"Planum, plana",gazeteer_of_planetary_nomenclature
4753,Planum Australe,-83.35,157.7,"Planum, plana",gazeteer_of_planetary_nomenclature
4754,Planum Boreum,87.32,54.96,"Planum, plana",gazeteer_of_planetary_nomenclature
4755,Planum Chronium,-59.14,139.5,"Planum, plana",gazeteer_of_planetary_nomenclature
4758,Platte,16.03,113.18,"Crater, craters",gazeteer_of_planetary_nomenclature
4760,Playfair,-77.91,-125.78,"Crater, craters",gazeteer_of_planetary_nomenclature
4764,Plum,-26.07,-19.07,"Crater, craters",gazeteer_of_planetary_nomenclature
4773,Podor,-44.11,-43.14,"Crater, craters",gazeteer_of_planetary_nomenclature
4782,Pollack,-7.79,25.26,"Crater, craters",gazeteer_of_planetary_nomenclature
4784,Polotsk,-19.89,-26.34,"Crater, craters",gazeteer_of_planetary_nomenclature
4792,Pompeii,18.98,-59.1,"Crater, craters",gazeteer_of_planetary_nomenclature
4799,Poona,23.76,-52.32,"Crater, craters",gazeteer_of_planetary_nomenclature
4802,Port-Au-Prince,21.1,-48.18,"Crater, craters",gazeteer_of_planetary_nomenclature
4804,Porter,-50.36,-113.76,"Crater, craters",gazeteer_of_planetary_nomenclature
4805,Porth,21.19,104.21,"Crater, craters",gazeteer_of_planetary_nomenclature
4806,Portsmouth,22.55,-49.07,"Crater, craters",gazeteer_of_planetary_nomenclature
4807,Porvoo,-43.3,-40.81,"Crater, craters",gazeteer_of_planetary_nomenclature
4811,Poti,-36.31,86.56,"Crater, craters",gazeteer_of_planetary_nomenclature
4816,Poynting,8.42,-112.75,"Crater, craters",gazeteer_of_planetary_nomenclature
4823,Priestley,-54.12,130.7,"Crater, craters",gazeteer_of_planetary_nomenclature
4824,Princeton,21.69,-49.11,"Crater, craters",gazeteer_of_planetary_nomenclature
4829,Proctor,-47.63,29.72,"Crater, craters",gazeteer_of_planetary_nomenclature
4830,Promethei Chasma,-82.66,141.39,"Chasma, chasmata",gazeteer_of_planetary_nomenclature
4831,Promethei Lingula,-82.8,119.89,"Lingula, lingulae",gazeteer_of_planetary_nomenclature
4832,Promethei Planum,-79.18,88.36,"Planum, plana",gazeteer_of_planetary_nomenclature
4833,Promethei Rupes,-75.54,90.24,"Rupes, rupēs",gazeteer_of_planetary_nomenclature
4834,Promethei Sinus,-64.74,80,Albedo Feature,gazeteer_of_planetary_nomenclature
4835,Promethei Terra,-64.37,97,"Terra, terrae",gazeteer_of_planetary_nomenclature
4847,Propontis,44.66,175,Albedo Feature,gazeteer_of_planetary_nomenclature
4850,Protei Regio,-22.76,-50,Albedo Feature,gazeteer_of_planetary_nomenclature
4851,Protonilus,41.66,45,Albedo Feature,gazeteer_of_planetary_nomenclature
4852,Protonilus Mensae,43.87,48.86,"Mensa, mensae",gazeteer_of_planetary_nomenclature
4853,Protva Valles,-29.11,-60.58,"Vallis, valles",gazeteer_of_planetary_nomenclature
4861,Ptolemaeus,-45.88,-157.6,"Crater, craters",gazeteer_of_planetary_nomenclature
4867,Pulawy,-36.41,-76.62,"Crater, craters",gazeteer_of_planetary_nomenclature
4882,Pylos,16.79,-30.08,"Crater, craters",gazeteer_of_planetary_nomenclature
4883,Pyramus Fossae,50.39,66.31,"Fossa, fossae",gazeteer_of_planetary_nomenclature
4884,Pyrrhae Chaos,-10.46,-28.4,"Chaos, chaoses",gazeteer_of_planetary_nomenclature
4885,Pyrrhae Regio,-14.83,-38,Albedo Feature,gazeteer_of_planetary_nomenclature
4888,Púnsk,20.62,-41.13,"Crater, craters",gazeteer_of_planetary_nomenclature
4895,Qibā,17.13,103.09,"Crater, craters",gazeteer_of_planetary_nomenclature
4896,Quenisset,34.27,40.67,"Crater, craters",gazeteer_of_planetary_nomenclature
4900,Quick,18.19,-49.25,"Crater, craters",gazeteer_of_planetary_nomenclature
4903,Quines,-41.86,89.25,"Crater, craters",gazeteer_of_planetary_nomenclature
4905,Quorn,-5.56,-33.62,"Crater, craters",gazeteer_of_planetary_nomenclature
4909,Rabe,-43.61,34.91,"Crater, craters",gazeteer_of_planetary_nomenclature
4916,Radau,16.95,-4.71,"Crater, craters",gazeteer_of_planetary_nomenclature
4926,Rahe,25.05,-97.48,"Crater, craters",gazeteer_of_planetary_nomenclature
4927,Rahway Valles,8.46,173.58,"Vallis, valles",gazeteer_of_planetary_nomenclature
4933,Rakke,-4.57,-43.36,"Crater, craters",gazeteer_of_planetary_nomenclature
4942,Rana,-25.59,-21.8,"Crater, craters",gazeteer_of_planetary_nomenclature
4955,Raub,42.38,135.11,"Crater, craters",gazeteer_of_planetary_nomenclature
4956,Rauch,21.56,-58.13,"Crater, craters",gazeteer_of_planetary_nomenclature
4961,Ravi Vallis,-0.42,-40.48,"Vallis, valles",gazeteer_of_planetary_nomenclature
4963,Ravius Valles,46.12,-110.17,"Vallis, valles",gazeteer_of_planetary_nomenclature
4964,Rayadurg,-18.45,102.43,"Crater, craters",gazeteer_of_planetary_nomenclature
4967,Rayleigh,-75.57,118.94,"Crater, craters",gazeteer_of_planetary_nomenclature
4975,Redi,-60.33,92.8,"Crater, craters",gazeteer_of_planetary_nomenclature
4992,Renaudot,42.04,62.68,"Crater, craters",gazeteer_of_planetary_nomenclature
4994,Rengo,-43.45,-43.63,"Crater, craters",gazeteer_of_planetary_nomenclature
5006,Reull Vallis,-42.14,104.95,"Vallis, valles",gazeteer_of_planetary_nomenclature
5007,Reuyl,-9.63,166.93,"Crater, craters",gazeteer_of_planetary_nomenclature
5008,Revda,-24.28,-28.5,"Crater, craters",gazeteer_of_planetary_nomenclature
5009,Reykholt,40.48,-86.14,"Crater, craters",gazeteer_of_planetary_nomenclature
5010,Reynolds,-74.99,-157.59,"Crater, craters",gazeteer_of_planetary_nomenclature
5011,Rhabon Valles,21.21,-91.27,"Vallis, valles",gazeteer_of_planetary_nomenclature
5021,Ribe,16.49,-29.16,"Crater, craters",gazeteer_of_planetary_nomenclature
5028,Richardson,-72.47,-179.86,"Crater, craters",gazeteer_of_planetary_nomenclature
5090,Rimac,44.97,136.06,"Crater, craters",gazeteer_of_planetary_nomenclature
5150,Rincon,-8,-43.01,"Crater, craters",gazeteer_of_planetary_nomenclature
5156,Ritchey,-28.42,-50.99,"Crater, craters",gazeteer_of_planetary_nomenclature
5167,Roche,53,177,"Crater, craters",gazeteer_of_planetary_nomenclature
5168,Roddenberry,-49.37,-4.43,"Crater, craters",gazeteer_of_planetary_nomenclature
5178,Romny,-25.4,-18.17,"Crater, craters",gazeteer_of_planetary_nomenclature
5182,Rong,22.46,-45.35,"Crater, craters",gazeteer_of_planetary_nomenclature
5184,Rongxar,26.33,-55.44,"Crater, craters",gazeteer_of_planetary_nomenclature
5193,Ross,-57.39,-107.84,"Crater, craters",gazeteer_of_planetary_nomenclature
5194,Rossby,-47.52,167.92,"Crater, craters",gazeteer_of_planetary_nomenclature
5212,Rubicon Valles,44.41,-117.52,"Vallis, valles",gazeteer_of_planetary_nomenclature
5214,Ruby,-25.24,-17.07,"Crater, craters",gazeteer_of_planetary_nomenclature
5215,Rudaux,38.03,50.96,"Crater, craters",gazeteer_of_planetary_nomenclature
5221,Runa Vallis,-28.34,-36.71,"Vallis, valles",gazeteer_of_planetary_nomenclature
5231,Rupes Tenuis,81.6,-85.47,"Rupes, rupēs",gazeteer_of_planetary_nomenclature
5236,Russell,-54.5,12.43,"Crater, craters",gazeteer_of_planetary_nomenclature
5240,Rutherford,19.03,-10.59,"Crater, craters",gazeteer_of_planetary_nomenclature
5244,Ruza,-34,-52.71,"Crater, craters",gazeteer_of_planetary_nomenclature
5247,Rynok,44.13,121.76,"Crater, craters",gazeteer_of_planetary_nomenclature
5248,Rypin,-1.28,-40.89,"Crater, craters",gazeteer_of_planetary_nomenclature
5261,Sabis Vallis,-5.01,-152.51,"Vallis, valles",gazeteer_of_planetary_nomenclature
5262,Sabo,25.17,-48.94,"Crater, craters",gazeteer_of_planetary_nomenclature
5263,Sabrina Vallis,10.99,-49.04,"Vallis, valles",gazeteer_of_planetary_nomenclature
5266,Sacra Dorsa,11.21,-66.09,"Dorsum, dorsa",gazeteer_of_planetary_nomenclature
5267,Sacra Fossae,20.36,-70,"Fossa, fossae",gazeteer_of_planetary_nomenclature
5268,Sacra Mensa,24.64,-68.22,"Mensa, mensae",gazeteer_of_planetary_nomenclature
5269,Sacra Sulci,22.16,-74.7,"Sulcus, sulci",gazeteer_of_planetary_nomenclature
5276,Sagan,10.72,-30.6,"Crater, craters",gazeteer_of_planetary_nomenclature
5281,Salaga,-47.19,-51.11,"Crater, craters",gazeteer_of_planetary_nomenclature
5290,Samara Valles,-24.17,-18.73,"Vallis, valles",gazeteer_of_planetary_nomenclature
5299,San Juan,22.87,-48.04,"Crater, craters",gazeteer_of_planetary_nomenclature
5303,Sandila,-25.56,-30.35,"Crater, craters",gazeteer_of_planetary_nomenclature
5306,Sangar,-27.53,-24.34,"Crater, craters",gazeteer_of_planetary_nomenclature
5310,Santa Cruz,21.25,-47.26,"Crater, craters",gazeteer_of_planetary_nomenclature
5311,Santa Fe,19.28,-47.95,"Crater, craters",gazeteer_of_planetary_nomenclature
5313,Santaca,-41.06,87.37,"Crater, craters",gazeteer_of_planetary_nomenclature
5326,Sarn,-77.34,-54.72,"Crater, craters",gazeteer_of_planetary_nomenclature
5327,Sarno,-44.37,-54.15,"Crater, craters",gazeteer_of_planetary_nomenclature
5338,Satka,-42.68,-36.94,"Crater, craters",gazeteer_of_planetary_nomenclature
5339,Sauk,-44.67,-32.56,"Crater, craters",gazeteer_of_planetary_nomenclature
5344,Savannah,22.02,-47.78,"Crater, craters",gazeteer_of_planetary_nomenclature
5345,Savich,-27.49,96.12,"Crater, craters",gazeteer_of_planetary_nomenclature
5347,Say,-28.07,-29.67,"Crater, craters",gazeteer_of_planetary_nomenclature
5353,Scamander Vallis,15.89,28.53,"Vallis, valles",gazeteer_of_planetary_nomenclature
5354,Scandia,60.21,-147.9,Albedo Feature,gazeteer_of_planetary_nomenclature
5355,Scandia Cavi,77.55,-150.35,"Cavus, cavi",gazeteer_of_planetary_nomenclature
5356,Scandia Colles,65.47,-139.13,"Collis, colles",gazeteer_of_planetary_nomenclature
5357,Scandia Tholi,73.91,-158.72,"Tholus, tholi",gazeteer_of_planetary_nomenclature
5362,Schaeberle,-24.37,50.23,"Crater, craters",gazeteer_of_planetary_nomenclature
5366,Schiaparelli,-2.71,16.77,"Crater, craters",gazeteer_of_planetary_nomenclature
5375,Schmidt,-72.07,-77.9,"Crater, craters",gazeteer_of_planetary_nomenclature
5380,Schroeter,-1.9,55.99,"Crater, craters",gazeteer_of_planetary_nomenclature
5390,Schöner,19.93,50.7,"Crater, craters",gazeteer_of_planetary_nomenclature
5397,Scylla Scopulus,-25.22,18.34,"Scopulus, scopuli",gazeteer_of_planetary_nomenclature
5399,Sebec,-39.5,99.41,"Crater, craters",gazeteer_of_planetary_nomenclature
5402,Secchi,-57.84,102.15,"Crater, craters",gazeteer_of_planetary_nomenclature
5423,Semeykin,41.51,8.75,"Crater, craters",gazeteer_of_planetary_nomenclature
5424,Seminole,-24.18,-19.11,"Crater, craters",gazeteer_of_planetary_nomenclature
5430,Senus Vallis,-5.23,-146.96,"Vallis, valles",gazeteer_of_planetary_nomenclature
5434,Sepik Vallis,-1.01,-65.73,"Vallis, valles",gazeteer_of_planetary_nomenclature
5444,Sevel,79.21,-36.22,"Crater, craters",gazeteer_of_planetary_nomenclature
5445,Sevi,18.89,103.03,"Crater, craters",gazeteer_of_planetary_nomenclature
5449,Sfax,-7.67,-43.42,"Crater, craters",gazeteer_of_planetary_nomenclature
5460,Shalbatana Vallis,7.33,-42.09,"Vallis, valles",gazeteer_of_planetary_nomenclature
5463,Shambe,-20.58,-30.69,"Crater, craters",gazeteer_of_planetary_nomenclature
5470,Sharonov,27,-58.53,"Crater, craters",gazeteer_of_planetary_nomenclature
5474,Sharpless,-27.5,-154,"Crater, craters",gazeteer_of_planetary_nomenclature
5477,Shatskiy,-32.36,-14.89,"Crater, craters",gazeteer_of_planetary_nomenclature
5478,Shawnee,22.49,-31.51,"Crater, craters",gazeteer_of_planetary_nomenclature
5511,Sian,19.96,-48,"Crater, craters",gazeteer_of_planetary_nomenclature
5513,Sibu,-23.02,-19.72,"Crater, craters",gazeteer_of_planetary_nomenclature
5526,Sigli,-20.31,-30.81,"Crater, craters",gazeteer_of_planetary_nomenclature
5534,Silinka Vallis,9.13,-28.05,"Vallis, valles",gazeteer_of_planetary_nomenclature
5544,Simud Valles,19.09,-38.01,"Vallis, valles",gazeteer_of_planetary_nomenclature
5546,Sinai,-19.78,-70,Albedo Feature,gazeteer_of_planetary_nomenclature
5547,Sinai Dorsa,-12.77,-78.92,"Dorsum, dorsa",gazeteer_of_planetary_nomenclature
5548,Sinai Planum,-13.72,-87.76,"Planum, plana",gazeteer_of_planetary_nomenclature
5553,Sinda,15.75,111.28,"Crater, craters",gazeteer_of_planetary_nomenclature
5555,Singa,-22.43,-17.33,"Crater, craters",gazeteer_of_planetary_nomenclature
5557,Sinop,-23.28,110.62,"Crater, craters",gazeteer_of_planetary_nomenclature
5568,Sinus Meridiani,-4.94,0,Albedo Feature,gazeteer_of_planetary_nomenclature
5570,Sinus Sabaeus,-7.91,20,Albedo Feature,gazeteer_of_planetary_nomenclature
5575,Sirenum Fossae,-35.57,-162.74,"Fossa, fossae",gazeteer_of_planetary_nomenclature
5579,Sisyphi Cavi,-72.2,-6.3,"Cavus, cavi",gazeteer_of_planetary_nomenclature
5580,Sisyphi Montes,-69.65,13.08,"Mons, montes",gazeteer_of_planetary_nomenclature
5581,Sisyphi Planum,-69.64,6.41,"Planum, plana",gazeteer_of_planetary_nomenclature
5585,Sithonius Lacus,44.66,115,Albedo Feature,gazeteer_of_planetary_nomenclature
5586,Sitka,-4.28,-39.23,"Crater, craters",gazeteer_of_planetary_nomenclature
5593,Sklodowska,33.52,-2.95,"Crater, craters",gazeteer_of_planetary_nomenclature
5600,Slipher,-47.34,-84.46,"Crater, craters",gazeteer_of_planetary_nomenclature
5603,Smith,-65.76,-102.73,"Crater, craters",gazeteer_of_planetary_nomenclature
5620,Sokol,-42.37,-40.68,"Crater, craters",gazeteer_of_planetary_nomenclature
5622,Solano,-26.74,108.95,"Crater, craters",gazeteer_of_planetary_nomenclature
5623,Solis Dorsa,-22.88,-79.74,"Dorsum, dorsa",gazeteer_of_planetary_nomenclature
5624,Solis Lacus,-27.72,-90,Albedo Feature,gazeteer_of_planetary_nomenclature
5625,Solis Planum,-26.4,-89.67,"Planum, plana",gazeteer_of_planetary_nomenclature
5643,Somerset,-9.73,-51.26,"Crater, craters",gazeteer_of_planetary_nomenclature
5647,Soochow,16.73,-28.82,"Crater, craters",gazeteer_of_planetary_nomenclature
5654,Souris,19.47,113.31,"Crater, craters",gazeteer_of_planetary_nomenclature
5656,South,-76.94,21.91,"Crater, craters",gazeteer_of_planetary_nomenclature
