id,name,LAT,LON,layer,source
1252,Cluny,-23.86,-27.3,"Crater, craters",gazeteer_of_planetary_nomenclature
1255,Cobalt,-25.79,-27.03,"Crater, craters",gazeteer_of_planetary_nomenclature
1257,Coblentz,-54.9,-90.31,"Crater, craters",gazeteer_of_planetary_nomenclature
1258,Cobres,-11.7,-153.6,"Crater, craters",gazeteer_of_planetary_nomenclature
1270,Colles Nili,38.72,62.88,"Collis, colles",gazeteer_of_planetary_nomenclature
1272,Coloe Fossae,36.65,56.78,"Fossa, fossae",gazeteer_of_planetary_nomenclature
1274,Columbus,-29.29,-165.98,"Crater, craters",gazeteer_of_planetary_nomenclature
1275,Colón,22.75,-47.07,"Crater, craters",gazeteer_of_planetary_nomenclature
1276,Comas Sola,-19.59,-158.51,"Crater, craters",gazeteer_of_planetary_nomenclature
1283,Conches,-4.22,-34.2,"Crater, craters",gazeteer_of_planetary_nomenclature
1284,Concord,16.53,-34.02,"Crater, craters",gazeteer_of_planetary_nomenclature
1291,Coogoon Valles,17.19,-21.74,"Vallis, valles",gazeteer_of_planetary_nomenclature
1293,Cooma,-23.69,-108.35,"Crater, craters",gazeteer_of_planetary_nomenclature
1295,Copais Palus,54.68,80,Albedo Feature,gazeteer_of_planetary_nomenclature
1297,Copernicus,-48.84,-168.83,"Crater, craters",gazeteer_of_planetary_nomenclature
1300,Coprates,-14.83,-65,Albedo Feature,gazeteer_of_planetary_nomenclature
1301,Coprates Catena,-15,-62.09,"Catena, catenae",gazeteer_of_planetary_nomenclature
1302,Coprates Chasma,-13.37,-60.74,"Chasma, chasmata",gazeteer_of_planetary_nomenclature
1303,Coprates Labes,-11.82,-67.79,"Labes, labēs",gazeteer_of_planetary_nomenclature
1305,Coracis Fossae,-35.82,-80.86,"Fossa, fossae",gazeteer_of_planetary_nomenclature
1307,Corby,42.88,137.56,"Crater, craters",gazeteer_of_planetary_nomenclature
1315,Coronae Montes,-34.31,86.11,"Mons, montes",gazeteer_of_planetary_nomenclature
1316,Coronae Scopulus,-33.26,64.94,"Scopulus, scopuli",gazeteer_of_planetary_nomenclature
1319,Cost,14.98,104.02,"Crater, craters",gazeteer_of_planetary_nomenclature
1326,Cray,44.1,-16.12,"Crater, craters",gazeteer_of_planetary_nomenclature
1327,Creel,-6.05,-38.85,"Crater, craters",gazeteer_of_planetary_nomenclature
1332,Crewe,-24.84,-19.53,"Crater, craters",gazeteer_of_planetary_nomenclature
1335,Crivitz,-14.55,174.79,"Crater, craters",gazeteer_of_planetary_nomenclature
1338,Crommelin,5.08,-10.14,"Crater, craters",gazeteer_of_planetary_nomenclature
1341,Cruls,-42.91,163.03,"Crater, craters",gazeteer_of_planetary_nomenclature
1342,Cruz,38.46,-1.97,"Crater, craters",gazeteer_of_planetary_nomenclature
1346,Cue,-35.84,93.23,"Crater, craters",gazeteer_of_planetary_nomenclature
1351,Curie,28.78,-4.75,"Crater, craters",gazeteer_of_planetary_nomenclature
1355,Cusus Valles,14.05,50.37,"Vallis, valles",gazeteer_of_planetary_nomenclature
1357,Cyane Catena,36.25,-118.3,"Catena, catenae",gazeteer_of_planetary_nomenclature
1358,Cyane Fossae,31.25,-121.17,"Fossa, fossae",gazeteer_of_planetary_nomenclature
1359,Cyane Sulci,25.4,-128.66,"Sulcus, sulci",gazeteer_of_planetary_nomenclature
1362,Cyclopia,-4.94,130,Albedo Feature,gazeteer_of_planetary_nomenclature
1363,Cydnus Rupēs,52.53,112.21,"Rupes, rupēs",gazeteer_of_planetary_nomenclature
1364,Cydonia,39.67,0,Albedo Feature,gazeteer_of_planetary_nomenclature
1365,Cydonia Colles,39.07,-12.22,"Collis, colles",gazeteer_of_planetary_nomenclature
1366,Cydonia Labyrinthus,41.29,-12.06,"Labyrinthus, labyrinthi",gazeteer_of_planetary_nomenclature
1367,Cydonia Mensae,34.56,-12.33,"Mensa, mensae",gazeteer_of_planetary_nomenclature
1370,Cypress,-47.28,-47.35,"Crater, craters",gazeteer_of_planetary_nomenclature
1375,Cádiz,23.15,-49.03,"Crater, craters",gazeteer_of_planetary_nomenclature
1377,Da Vinci,1.47,-39.26,"Crater, craters",gazeteer_of_planetary_nomenclature
1378,Daan,-40.48,91.58,"Crater, craters",gazeteer_of_planetary_nomenclature
1380,Daedalia Planum,-18.35,-125.95,"Planum, plana",gazeteer_of_planetary_nomenclature
1383,Daet,-7.29,-41.8,"Crater, craters",gazeteer_of_planetary_nomenclature
1394,Daly,-66.29,-23.12,"Crater, craters",gazeteer_of_planetary_nomenclature
1398,Dana,-72.49,-32.79,"Crater, craters",gazeteer_of_planetary_nomenclature
1403,Dank,21.96,107,"Crater, craters",gazeteer_of_planetary_nomenclature
1409,Dao Vallis,-37.61,88.89,"Vallis, valles",gazeteer_of_planetary_nomenclature
1416,Darvel,17.78,-51.01,"Crater, craters",gazeteer_of_planetary_nomenclature
1418,Darwin,-56.97,-19.15,"Crater, craters",gazeteer_of_planetary_nomenclature
1426,Davies,45.96,0.09,"Crater, craters",gazeteer_of_planetary_nomenclature
1431,Dawes,-9.11,38.06,"Crater, craters",gazeteer_of_planetary_nomenclature
1447,de Vaucouleurs,-13.31,171,"Crater, craters",gazeteer_of_planetary_nomenclature
1451,Deba,-23.95,-17.3,"Crater, craters",gazeteer_of_planetary_nomenclature
1460,Dein,38.21,-2.51,"Crater, craters",gazeteer_of_planetary_nomenclature
1463,Dejnev,-25.14,-164.64,"Crater, craters",gazeteer_of_planetary_nomenclature
1478,Delta,-45.96,-39.17,"Crater, craters",gazeteer_of_planetary_nomenclature
1479,Deltoton Sinus,-3.95,55,Albedo Feature,gazeteer_of_planetary_nomenclature
1490,Denning,-17.43,33.52,"Crater, craters",gazeteer_of_planetary_nomenclature
1493,Depressio Hellespontica,-59.71,20,Albedo Feature,gazeteer_of_planetary_nomenclature
1495,Dersu,22.64,-51.89,"Crater, craters",gazeteer_of_planetary_nomenclature
1499,Dese,-45.41,-30.61,"Crater, craters",gazeteer_of_planetary_nomenclature
1500,Deseado,-80.62,70.29,"Crater, craters",gazeteer_of_planetary_nomenclature
1504,Dessau,-42.76,-53.13,"Crater, craters",gazeteer_of_planetary_nomenclature
1506,Deucalionis Regio,-14.83,20,Albedo Feature,gazeteer_of_planetary_nomenclature
1507,Deuteronilus,34.68,0,Albedo Feature,gazeteer_of_planetary_nomenclature
1508,Deuteronilus Colles,41.95,21.7,"Collis, colles",gazeteer_of_planetary_nomenclature
1509,Deuteronilus Mensae,45.11,23.92,"Mensa, mensae",gazeteer_of_planetary_nomenclature
1511,Deva Vallis,-7.67,-156.87,"Vallis, valles",gazeteer_of_planetary_nomenclature
1521,Dia-Cau,-0.36,-42.66,"Crater, craters",gazeteer_of_planetary_nomenclature
1522,Diacria,49.67,-180,Albedo Feature,gazeteer_of_planetary_nomenclature
1523,[Diacria Patera],34.58,-132.6,"Patera, paterae",gazeteer_of_planetary_nomenclature
1539,Dingo,-23.71,-17.49,"Crater, craters",gazeteer_of_planetary_nomenclature
1540,Dinorwic,-30.03,-101.46,"Crater, craters",gazeteer_of_planetary_nomenclature
1544,Dioscuria,49.67,40,Albedo Feature,gazeteer_of_planetary_nomenclature
1549,Dison,-25.03,-16.5,"Crater, craters",gazeteer_of_planetary_nomenclature
1550,Dittaino Valles,-1.43,-66.86,"Vallis, valles",gazeteer_of_planetary_nomenclature
1552,Dixie,17.78,-55.91,"Crater, craters",gazeteer_of_planetary_nomenclature
1558,Doanus Vallis,-63.02,-25.59,"Vallis, valles",gazeteer_of_planetary_nomenclature
1564,Dokka,77.17,-145.76,"Crater, craters",gazeteer_of_planetary_nomenclature
1565,Dokuchaev,-60.62,-127.08,"Crater, craters",gazeteer_of_planetary_nomenclature
1578,Doon,23.53,109.51,"Crater, craters",gazeteer_of_planetary_nomenclature
1588,Dorsa Argentea,-77.63,-33.39,"Dorsum, dorsa",gazeteer_of_planetary_nomenclature
1590,Dorsa Brevia,-71.05,63.18,"Dorsum, dorsa",gazeteer_of_planetary_nomenclature
1631,Douglass,-51.34,-70.54,"Crater, craters",gazeteer_of_planetary_nomenclature
1634,Downe,-15.98,175.78,"Crater, craters",gazeteer_of_planetary_nomenclature
1636,Drava Valles,-48.86,165.99,"Vallis, valles",gazeteer_of_planetary_nomenclature
1639,Drilon Vallis,7.17,-52.34,"Vallis, valles",gazeteer_of_planetary_nomenclature
1641,Dromore,19.88,-49.58,"Crater, craters",gazeteer_of_planetary_nomenclature
1650,Du Martheray,5.45,93.58,"Crater, craters",gazeteer_of_planetary_nomenclature
1651,Du Toit,-71.62,-49.6,"Crater, craters",gazeteer_of_planetary_nomenclature
1653,Dubis Vallis,-5.16,-148.13,"Vallis, valles",gazeteer_of_planetary_nomenclature
1654,Dubki,-34.97,-55.2,"Crater, craters",gazeteer_of_planetary_nomenclature
1664,Dunhuang,-80.84,-48.53,"Crater, craters",gazeteer_of_planetary_nomenclature
1673,Durius Valles,-17.3,171.98,"Vallis, valles",gazeteer_of_planetary_nomenclature
1675,Dush,22.49,-54.02,"Crater, craters",gazeteer_of_planetary_nomenclature
1687,Dzeng,-80.51,-70.47,"Crater, craters",gazeteer_of_planetary_nomenclature
1690,Dzigai Vallis,-58.1,-36.59,"Vallis, valles",gazeteer_of_planetary_nomenclature
1696,D'Arrest,-39,-179,"Crater, craters",gazeteer_of_planetary_nomenclature
1700,E. Mareotis Tholus,35.92,-85.13,"Tholus, tholi",gazeteer_of_planetary_nomenclature
1702,Eads,-28.48,-29.91,"Crater, craters",gazeteer_of_planetary_nomenclature
1703,Eagle,43.81,-8.17,"Crater, craters",gazeteer_of_planetary_nomenclature
1706,Eberswalde,-23.98,-33.3,"Crater, craters",gazeteer_of_planetary_nomenclature
1710,Echt,-21.97,-28.19,"Crater, craters",gazeteer_of_planetary_nomenclature
1711,Echus Chaos,10.79,-74.72,"Chaos, chaoses",gazeteer_of_planetary_nomenclature
1712,Echus Chasma,2.47,-79.96,"Chasma, chasmata",gazeteer_of_planetary_nomenclature
1713,Echus Fossae,2.61,-76.75,"Fossa, fossae",gazeteer_of_planetary_nomenclature
1714,Echus Montes,7.81,-77.95,"Mons, montes",gazeteer_of_planetary_nomenclature
1716,Edam,-26.28,-20.04,"Crater, craters",gazeteer_of_planetary_nomenclature
1718,Eddie,12.32,142.2,"Crater, craters",gazeteer_of_planetary_nomenclature
1725,Edom,0,15,Albedo Feature,gazeteer_of_planetary_nomenclature
1729,Eger,-48.29,-51.87,"Crater, craters",gazeteer_of_planetary_nomenclature
1739,Eil,41.73,-9.74,"Crater, craters",gazeteer_of_planetary_nomenclature
1750,Ejriksson,-19.2,-173.83,"Crater, craters",gazeteer_of_planetary_nomenclature
1756,Elath,45.87,-13.6,"Crater, craters",gazeteer_of_planetary_nomenclature
1758,Elaver Vallis,-9.38,-49.52,"Vallis, valles",gazeteer_of_planetary_nomenclature
1760,Electris,-44.66,170,Albedo Feature,gazeteer_of_planetary_nomenclature
1764,Elim,-80.17,96.8,"Crater, craters",gazeteer_of_planetary_nomenclature
1771,Ellsley,36.29,-83.3,"Crater, craters",gazeteer_of_planetary_nomenclature
1778,Ely,-23.62,-27.3,"Crater, craters",gazeteer_of_planetary_nomenclature
1779,Elysium,24.74,150,Albedo Feature,gazeteer_of_planetary_nomenclature
1780,Elysium Catena,17.69,149.73,"Catena, catenae",gazeteer_of_planetary_nomenclature
1781,Elysium Chasma,22.39,141.51,"Chasma, chasmata",gazeteer_of_planetary_nomenclature
1782,Elysium Fossae,24.08,146.14,"Fossa, fossae",gazeteer_of_planetary_nomenclature
1783,Elysium Mons,25.02,147.21,"Mons, montes",gazeteer_of_planetary_nomenclature
1784,Elysium Planitia,2.98,154.74,"Planitia, planitiae",gazeteer_of_planetary_nomenclature
1785,Elysium Rupes,25.24,148.04,"Rupes, rupēs",gazeteer_of_planetary_nomenclature
1803,Enipeus Vallis,36.8,-92.8,"Vallis, valles",gazeteer_of_planetary_nomenclature
1809,Eos Chaos,-16.82,-46.52,"Chaos, chaoses",gazeteer_of_planetary_nomenclature
1810,Eos Chasma,-12.15,-39.17,"Chasma, chasmata",gazeteer_of_planetary_nomenclature
1811,Eos Mensa,-11.01,-42.16,"Mensa, mensae",gazeteer_of_planetary_nomenclature
1821,Erebus Montes,35.66,-174.98,"Mons, montes",gazeteer_of_planetary_nomenclature
1826,Eridania,-44.66,140,Albedo Feature,gazeteer_of_planetary_nomenclature
1827,Eridania Scopulus,-52.61,141.79,"Scopulus, scopuli",gazeteer_of_planetary_nomenclature
1839,Erythraea Fossa,-27.27,-30.94,"Fossa, fossae",gazeteer_of_planetary_nomenclature
1841,Escalante,0.19,115.39,"Crater, craters",gazeteer_of_planetary_nomenclature
1844,Escorial,76.89,-55.04,"Crater, craters",gazeteer_of_planetary_nomenclature
1846,Esk,45.21,-7.02,"Crater, craters",gazeteer_of_planetary_nomenclature
1850,Espino,-19.69,110.34,"Crater, craters",gazeteer_of_planetary_nomenclature
1864,Eudoxus,-44.52,-147.22,"Crater, craters",gazeteer_of_planetary_nomenclature
1868,Eumenides Dorsum,4.79,-156.4,"Dorsum, dorsa",gazeteer_of_planetary_nomenclature
1869,Eunostos,21.77,-120,Albedo Feature,gazeteer_of_planetary_nomenclature
1872,Euphrates,19.78,25,Albedo Feature,gazeteer_of_planetary_nomenclature
1873,Euripus Mons,-44.82,105.18,"Mons, montes",gazeteer_of_planetary_nomenclature
1889,Evpatoriya,46.95,134.36,"Crater, craters",gazeteer_of_planetary_nomenclature
1890,Evros Vallis,-12.65,13.83,"Vallis, valles",gazeteer_of_planetary_nomenclature
1902,Faith,42.92,-11.83,"Crater, craters",gazeteer_of_planetary_nomenclature
1906,Falun,-23.96,-24.67,"Crater, craters",gazeteer_of_planetary_nomenclature
1909,Faqu,-24.54,106.34,"Crater, craters",gazeteer_of_planetary_nomenclature
1915,Fastov,-25.04,-20.37,"Crater, craters",gazeteer_of_planetary_nomenclature
1933,Felis Dorsa,-21.87,-65.9,"Dorsum, dorsa",gazeteer_of_planetary_nomenclature
1935,Fenagh,34.29,144.37,"Crater, craters",gazeteer_of_planetary_nomenclature
1948,Fesenkov,21.66,-86.53,"Crater, craters",gazeteer_of_planetary_nomenclature
1973,Flammarion,25.22,48.28,"Crater, craters",gazeteer_of_planetary_nomenclature
1976,Flat,-25.42,-19.55,"Crater, craters",gazeteer_of_planetary_nomenclature
1978,Flaugergues,-16.8,19.22,"Crater, craters",gazeteer_of_planetary_nomenclature
1981,Floq,14.94,107.16,"Crater, craters",gazeteer_of_planetary_nomenclature
1982,Flora,-44.67,-51.45,"Crater, craters",gazeteer_of_planetary_nomenclature
1989,Focas,33.56,12.75,"Crater, craters",gazeteer_of_planetary_nomenclature
1991,Fontana,-62.91,-72.12,"Crater, craters",gazeteer_of_planetary_nomenclature
1995,Foros,-33.4,-27.87,"Crater, craters",gazeteer_of_planetary_nomenclature
1996,Fortuna Fossae,4.64,-92.69,"Fossa, fossae",gazeteer_of_planetary_nomenclature
2004,Fournier,-4.3,72.64,"Crater, craters",gazeteer_of_planetary_nomenclature
2019,Freedom,43.36,-8.98,"Crater, craters",gazeteer_of_planetary_nomenclature
2021,Frento Vallis,-50.03,-14.84,"Vallis, valles",gazeteer_of_planetary_nomenclature
2040,Funchal,22.98,-49.44,"Crater, craters",gazeteer_of_planetary_nomenclature
2047,Gaan,38.66,-3.4,"Crater, craters",gazeteer_of_planetary_nomenclature
2055,Gagra,-20.64,-22.1,"Crater, craters",gazeteer_of_planetary_nomenclature
2056,Gah,-44.69,-32.64,"Crater, craters",gazeteer_of_planetary_nomenclature
2065,Galaxias Chaos,33.83,146.52,"Chaos, chaoses",gazeteer_of_planetary_nomenclature
2066,Galaxias Colles,36.8,147.48,"Collis, colles",gazeteer_of_planetary_nomenclature
2067,Galaxias Fluctūs,30.96,143.03,"Fluctus, fluctūs",gazeteer_of_planetary_nomenclature
2068,Galaxias Fossae,36.63,142,"Fossa, fossae",gazeteer_of_planetary_nomenclature
2069,Galaxius Mons,34.76,142.31,"Mons, montes",gazeteer_of_planetary_nomenclature
2070,Galdakao,-13.34,176.63,"Crater, craters",gazeteer_of_planetary_nomenclature
2071,Gale,-5.37,137.81,"Crater, craters",gazeteer_of_planetary_nomenclature
2073,Gali,-43.75,-37.19,"Crater, craters",gazeteer_of_planetary_nomenclature
2075,Galilaei,5.72,-26.91,"Crater, craters",gazeteer_of_planetary_nomenclature
2080,Galle,-50.63,-31,"Crater, craters",gazeteer_of_planetary_nomenclature
2082,Galu,-22.08,-21.67,"Crater, craters",gazeteer_of_planetary_nomenclature
2089,Gander,-31.26,94.22,"Crater, craters",gazeteer_of_planetary_nomenclature
2090,Gandu,-45.38,-47.28,"Crater, craters",gazeteer_of_planetary_nomenclature
2092,Gandzani,34.24,-90.83,"Crater, craters",gazeteer_of_planetary_nomenclature
2094,Ganges Catena,-2.7,-68.78,"Catena, catenae",gazeteer_of_planetary_nomenclature
2095,Ganges Cavus,-10.09,-51.45,"Cavus, cavi",gazeteer_of_planetary_nomenclature
2096,Ganges Chasma,-7.96,-47.89,"Chasma, chasmata",gazeteer_of_planetary_nomenclature
2097,Ganges Mensa,-7.23,-48.75,"Mensa, mensae",gazeteer_of_planetary_nomenclature
2105,Gardo,-26.67,-24.77,"Crater, craters",gazeteer_of_planetary_nomenclature
2107,Gari,-35.88,-71.23,"Crater, craters",gazeteer_of_planetary_nomenclature
2109,Garm,48.25,-9.06,"Crater, craters",gazeteer_of_planetary_nomenclature
2113,Gastre,24.61,112.53,"Crater, craters",gazeteer_of_planetary_nomenclature
2114,[Gatico],-20.87,-21.13,"Crater, craters",gazeteer_of_planetary_nomenclature
2132,Gehon,14.83,0,Albedo Feature,gazeteer_of_planetary_nomenclature
2151,Geryon Montes,-7.72,-81.62,"Mons, montes",gazeteer_of_planetary_nomenclature
2157,Gigas Fossae,3.55,-129.56,"Fossa, fossae",gazeteer_of_planetary_nomenclature
2158,Gigas Sulci,10.02,-127.73,"Sulcus, sulci",gazeteer_of_planetary_nomenclature
2160,Gilbert,-68,86.08,"Crater, craters",gazeteer_of_planetary_nomenclature
2164,Gill,15.76,5.55,"Crater, craters",gazeteer_of_planetary_nomenclature
2187,Glazov,-20.62,-26.59,"Crater, craters",gazeteer_of_planetary_nomenclature
2188,Gledhill,-53.17,87.1,"Crater, craters",gazeteer_of_planetary_nomenclature
2189,Glendore,18.34,-51.67,"Crater, craters",gazeteer_of_planetary_nomenclature
2190,Glide,-8.13,-43.18,"Crater, craters",gazeteer_of_planetary_nomenclature
2191,Globe,-23.68,-27.35,"Crater, craters",gazeteer_of_planetary_nomenclature
2197,Goba,-23.22,-21.01,"Crater, craters",gazeteer_of_planetary_nomenclature
2205,Goff,23.26,104.86,"Crater, craters",gazeteer_of_planetary_nomenclature
2207,Gol,47.15,-10.64,"Crater, craters",gazeteer_of_planetary_nomenclature
2208,Gold,20.03,-31.24,"Crater, craters",gazeteer_of_planetary_nomenclature
2209,Golden,-22.01,-33.49,"Crater, craters",gazeteer_of_planetary_nomenclature
2211,Goldstone,47.77,134.58,"Crater, craters",gazeteer_of_planetary_nomenclature
2219,Gonnus Mons,41.21,-90.88,"Mons, montes",gazeteer_of_planetary_nomenclature
2222,Gordii Dorsum,4.11,-144.14,"Dorsum, dorsa",gazeteer_of_planetary_nomenclature
2223,Gordii Fossae,14.83,-127.6,"Fossa, fossae",gazeteer_of_planetary_nomenclature
2224,Gorgonum Chaos,-37.26,-170.9,"Chaos, chaoses",gazeteer_of_planetary_nomenclature
2225,Gori,-22.95,-28.83,"Crater, craters",gazeteer_of_planetary_nomenclature
2234,Graff,-21.18,153.81,"Crater, craters",gazeteer_of_planetary_nomenclature
2237,Granicus Valles,30.58,129.97,"Vallis, valles",gazeteer_of_planetary_nomenclature
2244,Green,-52.3,-8.54,"Crater, craters",gazeteer_of_planetary_nomenclature
2257,Grjótá Valles,15.38,166.38,"Vallis, valles",gazeteer_of_planetary_nomenclature
2260,Groves,-4.06,-44.55,"Crater, craters",gazeteer_of_planetary_nomenclature
2264,Grójec,-21.47,-30.84,"Crater, craters",gazeteer_of_planetary_nomenclature
2266,Guaymas,25.66,-45.03,"Crater, craters",gazeteer_of_planetary_nomenclature
2274,Guir,-21.54,-20.5,"Crater, craters",gazeteer_of_planetary_nomenclature
2278,Gulch,15.85,109.02,"Crater, craters",gazeteer_of_planetary_nomenclature
2284,Gunnison,-43.67,102.92,"Crater, craters",gazeteer_of_planetary_nomenclature
2289,Gusev,-14.53,175.52,"Crater, craters",gazeteer_of_planetary_nomenclature
2294,Gwash,38.96,-3.16,"Crater, craters",gazeteer_of_planetary_nomenclature
2309,Hadley,-19.26,156.97,"Crater, craters",gazeteer_of_planetary_nomenclature
2310,Hadriaca Patera,-30.2,92.79,"Patera, paterae",gazeteer_of_planetary_nomenclature
2320,Haldane,-52.75,129.26,"Crater, craters",gazeteer_of_planetary_nomenclature
2322,Hale,-35.69,-36.36,"Crater, craters",gazeteer_of_planetary_nomenclature
2323,Halex Fossae,27.35,-126.04,"Fossa, fossae",gazeteer_of_planetary_nomenclature
2328,Hall,-80,150,"Crater, craters",gazeteer_of_planetary_nomenclature
2331,Halley,-48.34,-59.27,"Crater, craters",gazeteer_of_planetary_nomenclature
2336,Ham,-44.67,-32.5,"Crater, craters",gazeteer_of_planetary_nomenclature
2337,Hamaguir,48.68,132.51,"Crater, craters",gazeteer_of_planetary_nomenclature
2338,Hamelin,20.25,-32.75,"Crater, craters",gazeteer_of_planetary_nomenclature
2345,Handlová,37.69,-88.59,"Crater, craters",gazeteer_of_planetary_nomenclature
2360,Harad̦,-27.46,-28.01,"Crater, craters",gazeteer_of_planetary_nomenclature
2367,Harmakhis Vallis,-40.98,90.06,"Vallis, valles",gazeteer_of_planetary_nomenclature
2377,Hartwig,-38.66,-15.86,"Crater, craters",gazeteer_of_planetary_nomenclature
2401,Heaviside,-70.5,-95.22,"Crater, craters",gazeteer_of_planetary_nomenclature
2402,Hebes Chasma,-1.07,-76.06,"Chasma, chasmata",gazeteer_of_planetary_nomenclature
2403,Hebes Mensa,-1.02,-76.78,"Mensa, mensae",gazeteer_of_planetary_nomenclature
2404,Hebrus Valles,19.88,126.74,"Vallis, valles",gazeteer_of_planetary_nomenclature
2407,Hecates Tholus,32.12,150.24,"Tholus, tholi",gazeteer_of_planetary_nomenclature
2411,Hegemone Dorsum,-54.72,-44.9,"Dorsum, dorsa",gazeteer_of_planetary_nomenclature
2415,Heinlein,-64.48,116.31,"Crater, craters",gazeteer_of_planetary_nomenclature
2429,Hellas,-39.67,70,Albedo Feature,gazeteer_of_planetary_nomenclature
2430,Hellas Chaos,-47.12,64.41,"Chaos, chaoses",gazeteer_of_planetary_nomenclature
2431,Hellas Montes,-37.63,97.61,"Mons, montes",gazeteer_of_planetary_nomenclature
2432,Hellas Planitia,-42.43,70.5,"Planitia, planitiae",gazeteer_of_planetary_nomenclature
2434,Hellespontus,-49.67,35,Albedo Feature,gazeteer_of_planetary_nomenclature
2435,Hellespontus Montes,-44.37,42.76,"Mons, montes",gazeteer_of_planetary_nomenclature
2439,Helmholtz,-45.4,-21.27,"Crater, craters",gazeteer_of_planetary_nomenclature
2452,Henry,10.79,23.45,"Crater, craters",gazeteer_of_planetary_nomenclature
2457,Hephaestus Fossae,20.84,122.85,"Fossa, fossae",gazeteer_of_planetary_nomenclature
2459,Hephaestus Rupēs,23.54,114.9,"Rupes, rupēs",gazeteer_of_planetary_nomenclature
2463,Her Desher Vallis,-25.08,-47.93,"Vallis, valles",gazeteer_of_planetary_nomenclature
2466,Herculaneum,19.31,-58.65,"Crater, craters",gazeteer_of_planetary_nomenclature
2473,Hermus Vallis,-5.32,-147.81,"Vallis, valles",gazeteer_of_planetary_nomenclature
2479,Herschel,-14.48,129.89,"Crater, craters",gazeteer_of_planetary_nomenclature
2486,Hesperia,-19.78,120,Albedo Feature,gazeteer_of_planetary_nomenclature
2487,Hesperia Dorsa,-22.8,113.16,"Dorsum, dorsa",gazeteer_of_planetary_nomenclature
2488,Hesperia Planum,-21.42,109.89,"Planum, plana",gazeteer_of_planetary_nomenclature
2496,Hibes Montes,3.79,171.34,"Mons, montes",gazeteer_of_planetary_nomenclature
2497,Hiddekel,14.83,15,Albedo Feature,gazeteer_of_planetary_nomenclature
2507,Himera Valles,-21.54,-22.66,"Vallis, valles",gazeteer_of_planetary_nomenclature
2517,Hipparchus,-44.45,-151.2,"Crater, craters",gazeteer_of_planetary_nomenclature
2540,Holden,-26.04,-34.02,"Crater, craters",gazeteer_of_planetary_nomenclature
2544,Holmes,-74.86,66.55,"Crater, craters",gazeteer_of_planetary_nomenclature
2547,Honda,-22.4,-16.4,"Crater, craters",gazeteer_of_planetary_nomenclature
2549,Hooke,-44.92,-44.4,"Crater, craters",gazeteer_of_planetary_nomenclature
2550,Hope,44.84,-10.3,"Crater, craters",gazeteer_of_planetary_nomenclature
2553,Horarum Mons,-51.05,-36.56,"Mons, montes",gazeteer_of_planetary_nomenclature
2561,Houston,48.23,135.95,"Crater, craters",gazeteer_of_planetary_nomenclature
2565,Hrad Vallis,38.17,135.91,"Vallis, valles",gazeteer_of_planetary_nomenclature
2568,Hsūanch'eng,46.72,132.69,"Crater, craters",gazeteer_of_planetary_nomenclature
2570,Huancayo,-3.64,-39.77,"Crater, craters",gazeteer_of_planetary_nomenclature
2575,Huggins,-49.04,155.84,"Crater, craters",gazeteer_of_planetary_nomenclature
2585,Huo Hsing Vallis,30.19,66.61,"Vallis, valles",gazeteer_of_planetary_nomenclature
2591,Hussey,-53.32,-126.59,"Crater, craters",gazeteer_of_planetary_nomenclature
2593,Hutton,-71.63,104.6,"Crater, craters",gazeteer_of_planetary_nomenclature
2595,Huxley,-62.67,100.77,"Crater, craters",gazeteer_of_planetary_nomenclature
2596,Huygens,-13.88,55.58,"Crater, craters",gazeteer_of_planetary_nomenclature
2598,Hyblaeus Catena,21.6,140.62,"Catena, catenae",gazeteer_of_planetary_nomenclature
2599,Hyblaeus Chasma,21.98,141.26,"Chasma, chasmata",gazeteer_of_planetary_nomenclature
2600,Hyblaeus Dorsa,13.16,130.32,"Dorsum, dorsa",gazeteer_of_planetary_nomenclature
2601,Hyblaeus Fossae,21.44,137.06,"Fossa, fossae",gazeteer_of_planetary_nomenclature
2603,Hydaspis Chaos,3.09,-26.93,"Chaos, chaoses",gazeteer_of_planetary_nomenclature
2604,Hydrae Chasma,-6.75,-62.01,"Chasma, chasmata",gazeteer_of_planetary_nomenclature
2605,Hydraotes Chaos,1.12,-35.29,"Chaos, chaoses",gazeteer_of_planetary_nomenclature
2609,Hypanis Valles,9.46,-46.42,"Vallis, valles",gazeteer_of_planetary_nomenclature
2611,Hyperboreae Undae,79.96,-49.49,"Unda, undae",gazeteer_of_planetary_nomenclature
2612,Hyperborei Cavi,79.91,-49.7,"Cavus, cavi",gazeteer_of_planetary_nomenclature
2613,Hyperboreus (Lacus),74.83,-60,Albedo Feature,gazeteer_of_planetary_nomenclature
2614,Hyperboreus Labyrinthus,80.28,-59.75,"Labyrinthus, labyrinthi",gazeteer_of_planetary_nomenclature
2616,Hypsas Vallis,33.63,57.99,"Vallis, valles",gazeteer_of_planetary_nomenclature
2621,Hīt,47.06,138.35,"Crater, craters",gazeteer_of_planetary_nomenclature
2625,Iamuna Chaos,-0.28,-40.61,"Chaos, chaoses",gazeteer_of_planetary_nomenclature
2626,Iamuna Dorsa,20.97,-50.4,"Dorsum, dorsa",gazeteer_of_planetary_nomenclature
2629,Iani Chaos,-2.19,-17.04,"Chaos, chaoses",gazeteer_of_planetary_nomenclature
2630,Iapygia (Iapigia),-19.78,65,Albedo Feature,gazeteer_of_planetary_nomenclature
